# Dec(deg) RA(deg) MueE(photon*m)  NChan   AngErrorEstimate(deg)   MJD
40.844 145.228 3160.104 18 1.165 54644.02284121
59.661 211.243 1703.558 26 0.422 54644.21655405
39.201 290.046 2983.288 23 0.851 54644.27213789
43.923 76.571 1336.389 20 1.417 54644.29002051
39.332 328.108 1895.695 23 0.638 54644.29716128
23.277 133.044 7044.230 31 1.236 54644.31604184
50.200 313.316 1333.520 20 0.749 54644.31803637
49.522 16.211 1125.079 17 1.085 54644.37796732
11.977 20.027 1639.545 28 0.734 54644.37835024
56.766 21.306 1237.342 29 1.831 54644.43516389
46.283 358.794 2608.718 18 1.962 54644.46575123
34.794 172.058 3284.294 17 0.629 54644.49376914
7.642 99.313 11217.095 24 2.733 54644.51566808
5.918 82.247 3377.777 28 1.076 54644.58167680
26.268 293.182 6877.217 39 1.215 54644.60831337
76.244 74.911 4141.848 31 2.424 54644.65436379
28.024 76.253 1910.160 20 1.812 54644.67835521
43.101 282.584 4983.893 41 0.279 54644.75229817
46.669 100.438 1080.515 15 0.601 54644.76007605
61.632 36.194 1694.043 17 0.892 54644.76313171
25.183 338.084 2624.972 17 1.762 54644.77094476
44.636 273.037 1499.582 16 0.945 54644.81057697
9.229 170.472 5173.018 26 1.153 54644.90913476
43.641 18.843 1620.461 28 1.603 54644.98514121
73.933 267.206 741.435 17 0.673 54645.01515394
16.576 184.091 2444.658 33 0.972 54645.04351770
44.226 293.637 3042.945 19 2.661 54645.08797736
19.894 120.667 1430.513 18 0.973 54645.20710152
51.126 206.506 7071.339 14 1.370 54645.22993672
42.183 253.067 1539.990 20 1.534 54645.23163776
65.693 6.353 2822.738 35 1.074 54645.23260752
9.271 298.725 1832.633 28 0.618 54645.25555379
21.872 350.570 1563.002 19 0.991 54645.26117088
3.116 111.572 1220.303 16 0.560 54645.29336709
54.202 339.425 1061.894 20 1.068 54645.29581629
53.350 269.757 13354.329 88 0.712 54645.33338207
62.239 290.447 814.421 21 0.833 54645.35944933
1.360 17.369 2548.591 23 0.998 54645.37930930
31.546 177.041 1932.183 24 0.827 54645.39116920
23.508 172.572 6129.346 30 0.805 54645.41060122
43.430 213.042 4218.662 57 2.379 54645.42238312
79.231 144.991 1491.546 19 1.463 54645.45318552
17.656 100.065 1943.072 15 0.742 54645.45344074
68.644 92.948 891.453 20 1.536 54645.46401846
25.240 79.685 945.380 17 0.907 54645.53549648
33.920 251.154 1826.230 22 0.376 54645.69741178
16.388 197.901 1939.909 17 1.314 54645.74042713
27.612 217.629 2684.419 19 0.964 54645.77739182
0.356 286.415 1257.178 30 0.851 54645.80716558
44.800 146.814 1031.571 24 2.213 54645.82614533
75.329 312.923 2287.705 30 0.746 54645.85431691
50.380 1.732 1264.661 17 2.037 54645.85987037
6.999 179.597 1323.016 20 1.311 54645.94123149
5.283 224.487 855.254 20 0.863 54645.96114499
9.714 103.016 2119.345 19 1.049 54645.96722507
0.383 309.477 4422.255 20 1.667 54645.97062940
60.940 278.224 1774.766 30 1.049 54645.97579558
3.318 166.129 6679.668 26 1.094 54645.97781065
53.154 132.217 2231.907 23 2.217 54645.98914080
47.448 231.904 2460.041 24 0.997 54646.01171841
63.301 62.975 1956.502 20 0.850 54646.02627598
21.369 69.588 1744.521 24 0.376 54646.03288565
54.205 74.928 6811.306 34 1.294 54646.04315425
25.455 88.542 2735.134 26 0.883 54646.07508604
11.500 281.485 7228.674 66 1.224 54646.14022702
36.713 243.724 2237.089 19 1.143 54646.16596767
65.631 5.772 1398.960 29 0.315 54646.18142772
19.542 247.470 2949.219 21 0.846 54646.20015304
7.928 63.298 1738.672 18 0.839 54646.23186417
40.770 50.579 2130.805 20 0.597 54646.30599227
7.464 275.813 2171.989 23 1.113 54646.32056018
24.265 158.357 3670.640 30 0.807 54646.33064776
25.116 165.562 2112.477 19 0.934 54646.35553257
68.229 136.048 1704.550 20 0.816 54646.40109562
33.029 358.558 3200.617 37 0.561 54646.42858931
5.466 350.424 5330.003 22 1.474 54646.45118127
3.697 41.986 2233.673 15 1.074 54646.45635545
44.186 175.525 2747.271 17 0.563 54646.51333535
52.491 255.123 5651.883 26 0.907 54646.54803338
2.523 10.051 1199.743 24 1.873 54646.55379851
47.904 44.226 1121.030 28 0.451 54646.59078210
77.366 150.777 867.940 15 2.113 54646.60983470
29.388 83.550 2011.860 21 1.210 54646.63072078
45.649 35.881 1409.071 16 1.047 54646.63516645
18.363 109.839 3367.078 36 0.774 54646.65374192
8.557 324.308 1725.556 21 0.697 54646.74242216
3.782 214.588 2714.884 18 1.703 54646.76869947
2.015 121.309 5831.304 56 0.915 54646.78071839
42.249 229.056 1936.791 17 0.786 54646.79342701
29.359 194.342 7801.065 29 1.779 54646.80276346
4.020 189.183 6988.988 18 1.104 54646.85964975
6.208 318.146 1443.689 14 1.139 54646.87126661
13.386 178.150 985.914 18 1.241 54646.94261777
44.256 329.341 1748.820 19 2.702 54646.96127195
31.884 239.712 1375.582 13 0.579 54646.96958196
1.154 294.732 2083.643 18 1.367 54646.98788352
56.493 127.788 2867.559 19 1.461 54646.99025398
35.853 146.828 5619.894 24 1.329 54647.02266159
43.589 153.221 3409.009 14 0.432 54647.09332610
41.946 276.758 1130.121 21 0.844 54647.10915604
45.963 277.138 812.252 21 0.669 54647.13610370
29.278 265.906 2284.001 26 0.635 54647.16651666
33.704 89.171 984.658 14 1.117 54647.17115355
67.789 212.555 1697.244 16 0.968 54647.19058736
7.196 128.029 2366.435 14 1.053 54647.19230391
44.175 226.538 4554.943 27 0.635 54647.20333511
76.992 149.917 1323.387 22 2.034 54647.25603001
2.183 206.090 10947.450 62 2.187 54647.25808045
23.122 140.295 1342.486 28 1.578 54647.30734534
31.696 339.191 10279.602 28 1.986 54647.32765269
25.340 346.362 7212.910 27 1.959 54647.36940693
35.191 164.655 11780.066 39 0.331 54647.40315149
47.922 93.659 1440.607 11 0.751 54647.42404063
45.617 217.727 1593.398 14 0.853 54647.42670116
16.016 190.944 973.874 18 0.772 54647.49660581
10.454 49.057 1870.631 29 0.854 54647.51460035
13.831 192.160 1615.220 26 1.282 54647.52518709
19.960 151.188 3208.452 22 0.847 54647.53673626
18.100 47.232 3620.527 31 0.478 54647.55054746
22.783 130.430 3019.186 17 0.874 54647.57972148
7.699 89.023 29850.088 26 0.695 54647.63219873
83.006 56.144 929.746 19 1.026 54647.64912168
59.762 276.194 20018.883 119 0.407 54647.65117398
55.725 184.787 1665.385 24 1.744 54647.65437373
29.982 184.625 1917.587 12 0.687 54647.76742020
64.330 171.454 1659.903 15 1.330 54647.77840955
23.336 90.555 1586.313 16 2.887 54647.78439749
29.453 187.629 13962.545 23 2.682 54647.79701952
30.683 145.635 3302.922 59 0.398 54647.80396680
8.165 354.264 14192.077 28 0.578 54647.86009402
58.773 159.193 2748.504 34 0.597 54647.87338610
49.357 2.028 1115.464 22 0.604 54647.90351511
11.478 295.515 10771.491 15 2.556 54648.04029773
40.986 200.797 1032.189 20 1.460 54648.13123223
27.447 226.475 2041.620 20 2.713 54648.16657121
18.205 291.349 10760.238 34 1.470 54648.25925949
10.379 84.183 2379.977 28 2.777 54648.27302307
23.160 285.668 1490.429 31 0.717 54648.28267758
20.953 291.518 26087.963 68 0.814 54648.31715955
0.742 0.790 4075.896 25 1.344 54648.34820492
30.580 113.021 3198.515 22 0.966 54648.38547725
13.952 328.445 4140.716 29 1.379 54648.39532765
14.189 191.830 5703.348 25 0.609 54648.40848076
65.142 106.051 2101.039 17 1.146 54648.42907852
21.962 100.610 5596.275 42 1.191 54648.43148361
8.114 229.157 1476.000 23 0.516 54648.44136717
68.803 347.801 1052.828 19 1.057 54648.44661714
4.558 347.693 5145.160 53 0.435 54648.46104440
16.564 23.449 1765.219 22 0.632 54648.47079218
53.664 147.116 2116.402 13 0.664 54648.48413797
1.907 28.412 5590.316 49 0.688 54648.53560425
61.100 225.805 16931.187 66 0.510 54648.53620537
61.331 143.460 2236.415 10 0.876 54648.55307346
42.700 243.844 4189.420 73 0.604 54648.56936712
70.221 56.824 2024.575 30 0.975 54648.61434333
6.058 273.359 1821.807 15 0.893 54648.65782272
76.242 351.422 2041.606 26 0.403 54648.66721739
4.577 149.472 3334.027 20 0.767 54648.74688284
15.956 223.893 2299.363 12 0.975 54648.79467552
26.594 336.326 1031.560 15 0.656 54648.84463220
10.466 215.471 2674.401 24 1.267 54648.88809344
39.523 161.055 1415.494 15 1.280 54648.94922761
2.127 184.238 1945.121 20 1.750 54648.95323628
3.822 346.014 2227.606 14 0.770 54648.96186034
71.272 265.341 8648.114 50 1.605 54648.96245753
64.946 250.612 5796.222 12 0.629 54649.03556915
5.383 133.800 2631.719 12 0.980 54649.03789885
9.377 75.601 3585.800 37 0.836 54649.09493739
4.750 243.765 7813.878 18 0.559 54649.09678131
55.720 217.378 2019.207 22 0.441 54649.15010696
49.658 346.016 2688.376 28 1.329 54649.19097669
19.819 78.973 2760.308 23 1.015 54649.22874808
20.414 255.162 3488.156 40 1.437 54649.25936293
2.196 285.512 1959.823 16 0.515 54649.26440479
58.310 46.282 2151.354 12 0.775 54649.27836526
30.520 164.418 4584.867 22 0.905 54649.27997657
40.748 302.255 1747.663 26 0.324 54649.28532119
1.801 308.296 2605.190 39 1.855 54649.35576816
44.835 0.516 1058.760 17 1.869 54649.35882215
48.142 175.393 3447.890 52 1.073 54649.39797416
65.785 246.868 4089.839 50 1.629 54649.43862605
24.625 253.046 1421.023 16 0.614 54649.45299506
1.608 311.051 2616.355 14 2.129 54649.45740599
22.777 186.393 1353.605 26 0.640 54649.51502928
6.263 15.772 40520.555 110 1.840 54649.52738958
35.322 44.429 1234.370 20 2.487 54649.54041476
5.139 268.427 1706.027 23 1.371 54649.58789579
10.871 248.226 1158.163 19 1.244 54649.59268510
32.123 116.828 7514.818 33 1.730 54649.64000680
1.340 82.682 705.358 14 0.827 54649.72905123
32.115 263.671 1532.755 17 1.104 54649.73743177
10.789 115.433 3371.897 43 2.773 54649.80907209
36.141 350.129 1609.982 19 0.795 54649.83556701
21.357 187.688 2745.031 18 0.593 54649.83972560
10.823 131.210 2821.595 17 0.908 54649.86309738
50.040 208.614 2099.261 17 1.190 54649.90044014
48.368 160.551 918.387 26 2.221 54649.91282493
58.008 264.360 1096.167 19 1.178 54649.95598396
9.152 344.753 6495.019 33 1.534 54649.97390676
20.783 162.559 750.680 16 0.944 54649.98842480
48.832 9.857 2376.085 21 0.926 54650.00423161
15.056 169.302 2889.923 30 1.703 54650.05002900
41.738 69.588 4317.702 30 1.861 54650.07879122
19.093 45.400 4318.244 21 1.859 54650.12084083
57.611 104.937 2155.900 35 0.944 54650.14148337
57.166 350.332 1297.765 17 0.747 54650.15046005
14.164 118.203 3204.461 33 0.353 54650.17575295
2.380 129.411 4700.440 16 0.976 54650.18143659
39.666 216.701 2421.436 17 0.899 54650.26174190
40.259 231.764 1988.681 23 1.317 54650.26985685
49.874 246.588 3149.867 15 0.511 54650.27395896
28.509 161.918 2446.613 16 0.680 54650.27488533
46.936 38.799 1296.209 17 0.960 54650.29659684
8.628 244.945 2303.744 10 0.823 54650.34601890
2.094 148.184 2788.651 27 0.548 54650.35173127
32.060 79.320 3161.502 17 0.664 54650.38384207
2.929 304.292 2030.111 23 1.787 54650.38455528
8.880 352.519 2075.674 21 0.893 54650.41908238
63.128 315.762 1194.077 20 1.341 54650.49613021
4.955 278.462 3151.331 14 1.279 54650.50343264
16.179 315.955 13306.947 27 0.998 54650.52321663
17.371 280.663 14014.477 50 2.711 54650.53986488
46.827 119.380 2474.619 30 1.239 54650.55223467
26.128 84.950 1656.836 18 0.694 54650.59587226
56.984 154.982 4375.074 18 1.223 54650.60983166
15.613 103.026 1491.262 19 1.032 54650.63701991
79.142 187.883 9378.963 16 2.367 54650.67638194
50.865 91.290 1319.060 13 2.270 54650.68535555
40.452 283.188 2028.503 16 1.801 54650.71240672
35.837 222.080 5262.541 29 1.346 54650.74986575
57.968 338.839 1605.391 13 0.478 54650.76339479
52.942 295.650 2566.049 15 0.731 54650.82220798
11.270 349.670 7011.097 16 0.705 54650.82296918
0.911 344.584 4872.071 45 0.449 54650.85135556
14.328 188.166 2124.064 15 0.607 54650.88934820
34.682 325.363 1792.359 27 0.685 54650.92699697
10.597 217.621 2116.302 19 0.587 54650.93120592
35.392 63.481 1857.912 15 2.076 54650.98156110
18.845 11.502 4193.549 28 0.984 54651.00011928
17.740 236.111 5581.270 16 1.810 54651.00480519
18.243 257.384 3420.605 27 0.565 54651.03266254
17.833 115.075 3045.938 19 0.925 54651.15442337
25.089 324.817 4580.270 20 1.187 54651.18999004
2.629 316.288 1152.191 21 0.626 54651.23905852
38.545 314.112 740.270 16 1.394 54651.24493350
47.508 307.544 2324.314 31 0.787 54651.24882499
50.384 138.831 1597.262 25 0.807 54651.32278108
2.010 328.552 2092.077 29 0.593 54651.33309603
60.978 282.561 1008.488 19 0.940 54651.34085373
32.751 166.093 5315.601 31 1.461 54651.35048192
36.268 154.276 2044.314 31 0.799 54651.36943293
16.987 82.870 4195.506 30 0.884 54651.47521645
10.486 359.850 2516.732 21 0.850 54651.48455536
11.296 63.386 1335.206 12 0.772 54651.49973096
53.241 216.294 3525.745 27 0.889 54651.51529893
47.209 285.937 2253.658 18 1.731 54651.51768104
29.567 222.511 954.265 20 0.780 54651.53646577
2.316 230.781 6673.469 48 1.327 54651.61183728
13.436 277.112 1162.692 24 1.448 54651.66560198
28.697 207.898 2175.572 16 2.516 54651.67276755
18.288 140.792 1956.199 15 1.289 54651.73074351
63.538 11.896 2709.541 37 1.413 54651.73853104
23.831 0.475 3670.996 37 0.973 54651.76067405
73.472 112.355 2074.627 18 1.231 54651.83295621
20.288 283.778 3202.054 26 1.331 54651.84500696
69.774 279.642 4564.796 55 0.741 54651.89275304
54.061 271.019 2696.734 25 0.524 54651.90272978
61.638 98.036 1097.590 20 1.712 54651.91219815
22.649 201.682 4231.749 27 2.483 54652.03057400
3.672 160.627 13316.843 39 2.025 54652.04775061
24.642 191.983 1387.274 15 0.759 54652.05822009
67.326 248.649 1560.116 31 1.358 54652.05860613
0.174 38.367 1978.901 32 0.413 54652.06622880
64.225 161.106 2179.996 18 0.886 54652.09059869
0.287 204.362 2325.496 20 0.645 54652.12225322
2.151 35.064 2109.052 20 0.901 54652.15184477
23.308 136.536 3358.408 24 2.669 54652.16685464
46.592 45.189 1914.360 21 0.930 54652.17877567
59.878 74.985 1445.001 16 0.863 54652.17987288
2.683 301.164 1957.976 21 0.964 54652.18871837
39.459 133.892 1495.134 29 1.183 54652.31565430
16.287 206.168 3377.584 42 1.229 54652.38229177
57.709 222.797 1808.901 17 1.918 54652.38486255
13.318 151.310 639.836 14 0.812 54652.38535077
4.939 345.993 4285.706 25 1.122 54652.47228180
12.055 36.975 1992.583 21 0.628 54652.50968710
0.402 299.587 7520.031 36 1.626 54652.51366746
10.755 90.754 2303.934 22 0.884 54652.53042042
65.246 192.379 1134.312 27 0.882 54652.53184321
16.746 85.545 1565.897 20 2.188 54652.55009848
10.861 49.644 1868.114 33 0.568 54652.55627277
4.527 49.898 3947.301 25 0.418 54652.57877439
3.540 264.570 1509.785 19 1.452 54652.59503917
1.148 154.065 7149.163 38 2.356 54652.61210012
28.890 269.633 1169.054 22 0.743 54652.61302155
58.709 8.766 1376.702 23 1.008 54652.69049659
15.639 110.634 2697.477 19 0.866 54652.69281231
46.928 241.598 1300.263 15 0.826 54652.70348659
31.698 318.324 1010.734 13 1.197 54652.74724775
6.407 55.674 13171.158 39 1.963 54652.79390698
41.618 191.961 2026.827 18 1.366 54652.82687677
23.357 9.333 1311.406 18 0.904 54652.83796339
35.638 118.192 2667.737 24 1.184 54652.89681998
37.491 203.335 6993.822 24 1.342 54652.90995008
14.261 173.140 2378.310 42 1.722 54652.91853377
57.474 304.436 1491.207 23 0.984 54652.92020568
15.834 153.949 1476.396 19 1.113 54652.97847977
19.344 43.475 1088.449 18 1.229 54653.04655522
43.127 40.648 2310.132 20 0.696 54653.12575366
54.355 150.103 1922.576 20 0.940 54653.21903537
7.364 71.068 2253.835 23 0.573 54653.22123121
37.080 84.017 3377.360 39 0.750 54653.23501121
1.159 297.512 2350.973 19 0.673 54653.23725316
51.694 120.707 1667.848 18 0.699 54653.26794148
15.697 299.124 1582.647 14 1.423 54653.30931860
32.866 334.679 3700.730 17 0.912 54653.35741832
8.812 189.290 1712.825 17 0.870 54653.37031654
6.429 203.189 8475.634 25 0.660 54653.37597350
47.477 269.417 1455.737 19 1.397 54653.42109600
17.160 170.180 2776.230 14 0.977 54653.44774788
27.984 117.025 2061.439 16 0.610 54653.48042183
7.366 40.497 1272.650 18 0.947 54653.48960791
0.829 10.155 1842.863 20 0.752 54653.52005296
2.554 195.884 4606.016 35 2.268 54653.53010765
19.037 203.691 3725.394 33 0.725 54653.57832038
1.493 204.416 6721.688 34 1.336 54653.58744826
1.765 242.327 2910.959 25 1.859 54653.59239938
71.110 295.661 1749.863 36 0.659 54653.65742106
3.594 87.391 6389.616 17 0.793 54653.68514634
57.114 325.246 842.562 16 0.714 54653.71682931
8.337 79.805 2375.608 13 2.997 54653.72058798
24.516 280.962 2856.521 22 0.630 54653.72781367
30.208 220.785 1959.307 18 0.719 54653.76934273
15.128 9.700 1151.965 18 1.407 54653.77227587
34.121 308.497 4140.463 24 1.001 54653.79917065
49.551 248.462 6547.818 18 1.774 54653.85179390
68.871 3.990 1739.944 16 1.056 54653.85245651
30.554 292.121 4989.816 30 1.347 54653.88404377
24.099 253.942 16599.778 69 1.054 54653.89222688
16.047 40.963 2675.551 22 0.949 54653.94788874
6.032 227.296 2117.147 17 1.663 54653.96022015
3.101 269.147 2941.194 28 0.554 54653.96581996
20.240 252.051 6458.988 33 1.209 54654.01633217
52.759 22.684 6264.000 22 1.260 54654.02148658
28.994 90.402 5214.704 31 0.700 54654.02506624
42.295 1.956 1196.382 21 1.163 54654.04009377
28.186 12.661 2374.510 29 1.170 54654.04602899
6.066 263.519 8200.618 18 1.249 54654.06514019
64.007 31.047 11328.747 14 0.907 54654.06987639
1.525 223.406 5748.893 19 1.301 54654.14494103
17.733 257.685 2490.910 19 1.773 54654.15083512
53.870 17.933 2337.794 50 1.461 54654.21739602
28.896 71.031 2582.333 26 1.026 54654.28854424
33.368 74.857 3200.299 35 0.628 54654.30185728
35.941 312.105 3281.736 31 0.875 54654.35439584
6.944 321.582 30743.156 82 0.858 54654.37176703
32.226 222.215 23509.408 15 0.637 54654.43126743
7.337 220.880 1527.248 21 0.985 54654.47444134
40.848 56.059 1956.592 19 1.372 54654.48456092
16.219 216.951 10420.411 20 0.777 54654.51214237
67.708 202.191 1206.329 22 0.869 54654.51534163
2.176 173.487 10156.029 49 2.235 54654.51810140
9.393 218.215 2038.751 20 1.095 54654.51827264
46.499 70.225 1729.789 20 0.845 54654.51857213
5.207 64.109 1419.670 24 1.218 54654.54184720
12.210 328.668 4028.284 15 0.658 54654.55332528
28.051 56.115 2847.624 21 1.635 54654.56361523
59.932 217.373 1204.714 20 2.829 54654.56476313
8.529 108.276 2744.150 38 0.381 54654.61650503
4.378 172.154 2269.626 16 1.079 54654.62128586
7.625 131.174 2661.471 19 1.564 54654.62665359
25.370 138.709 3248.382 24 1.379 54654.76690407
17.766 197.210 2186.246 28 0.790 54654.89466646
45.915 130.922 1398.029 29 0.859 54654.97737005
36.081 234.493 824.017 20 0.735 54655.07098195
33.824 325.578 4171.613 21 1.309 54655.10910669
3.970 289.750 7812.090 85 0.678 54655.13163065
21.973 239.143 1946.803 19 0.955 54655.14591147
57.469 87.600 1556.345 30 0.471 54655.19072978
20.236 96.303 39506.046 121 0.667 54655.21789246
13.756 314.272 12321.775 45 1.102 54655.26925040
1.335 148.322 4189.571 26 0.930 54655.31780921
38.032 283.949 2040.233 21 2.101 54655.33459959
11.333 250.491 8257.185 15 0.772 54655.33810866
72.917 131.758 899.035 22 0.769 54655.36364360
41.191 150.260 3425.245 16 2.453 54655.38445904
35.500 33.333 1978.588 25 0.654 54655.43699555
8.881 44.550 3717.575 34 0.351 54655.46913546
60.031 235.362 1660.397 16 0.474 54655.47394248
18.899 12.856 1297.425 22 1.088 54655.48421475
10.221 206.664 3144.461 28 1.116 54655.49205848
71.613 312.222 1336.045 17 0.778 54655.49236436
23.870 243.874 1365.624 19 0.662 54655.51492907
3.234 45.795 6204.977 25 1.874 54655.54048458
7.346 34.596 5080.371 24 0.905 54655.54796999
12.643 96.849 3269.703 20 2.731 54655.56346067
0.599 240.252 1612.098 19 1.023 54655.57908969
41.303 91.838 3550.655 33 1.207 54655.59670797
5.925 182.341 2123.341 17 1.293 54655.64232793
7.685 325.569 1228.020 18 0.752 54655.75359663
34.102 66.490 3501.496 17 0.902 54655.75641573
12.759 329.625 1478.677 18 1.088 54655.75682537
8.643 260.719 3998.121 19 1.571 54655.76986287
38.908 20.717 1401.111 16 0.566 54655.78787953
66.651 321.633 3540.801 29 2.748 54655.79180675
7.142 96.322 10369.552 46 1.227 54655.80640772
43.788 182.779 4729.079 27 0.470 54655.91483455
9.901 146.563 10278.573 26 0.866 54655.91912840
51.659 162.710 1486.861 25 0.844 54655.93173423
23.633 23.403 4678.448 41 1.109 54655.93786041
58.427 286.982 1242.565 21 1.744 54655.96748406
